Word,Average Occurence (Comedy),Average Occurence (Thriller)
london,0.007111713425,0.0103106394946
cooler,0.00259871820746,0.000954639572681
keaton,0.000888058927275,0.00674963087956
portland,0.00111422270048,0.00184943345958
headlin,0.0021831898054,0.000732492135566
whatta,0.00124916124887,0.0146528295901
fatal,0.00135926295483,0.00343843727563
sew,0.000626737000093,0.00220222645293
cheer,0.0105128693581,0.00436772092791
davi,0.00442843472427,0.00541548056939
feed,0.0118707452063,0.0155528513153
hudson,0.00612163167229,0.00421344962297
ambros,0.0,0.00530659224914
digest,0.00254757328155,0.00177067333364
redi,0.0,0.00370959194489
fri,0.00601043320066,0.00358172013431
staff,0.00644460973197,0.00843490756257
casino,0.00227817060127,0.00314297355055
occasion,0.0042767349291,0.00216287399638
shadow,0.00445939718266,0.00659911219391
work,0.319884096532,0.338842041395
restrain,0.00401893894982,0.000898310761803
face,0.0704521225865,0.0633698371285
exercis,0.00589921393481,0.00496211049683
sidnei,0.00347540738072,0.0121592907027
pile,0.00237418842457,0.00639171563515
whyd,0.0114561439768,0.0125915971679
teenag,0.00911641549337,0.00494245441732
her,0.595588880942,0.683366763058
retir,0.00657298783207,0.0166434457409
hazard,0.000998601334547,0.00261562313948
roth,0.0,0.00351563044029
hurrican,0.000739370035662,0.0012358563243
impuls,0.00571264488892,0.00608990565995
ranger,0.00400808864983,0.00257449492663
pour,0.00555936667433,0.00659619280287
lester,0.00696904549303,0.000816326530612
slash,0.00232938486968,0.00201456373098
deer,0.00336506424639,0.00577365503453
could,0.396173594381,0.429625280218
vital,0.00221355191992,0.00172317638343
qualiti,0.00651836397585,0.00294694657893
coma,0.00392151601894,0.00397178974649
incred,0.0205365866053,0.00744387804491
hank,0.0078895522829,0.00183035319931
famili,0.0695372341327,0.0718962130587
duchess,0.00324672926513,0.0
global,0.00186470801989,0.00256126204189
virgin,0.0135502308885,0.00677472154502
scientif,0.00252316638449,0.00436193218603
between,0.0369859264392,0.0470800724852
holidai,0.00939099976252,0.00621250010862
qualifi,0.00356526171423,0.00449135739096
moor,0.000540728655637,0.00322451590934
happili,0.00368181689026,0.00291054397826
arizona,0.00321617103776,0.00118034698639
non,0.00205293292786,0.00277926893105
bruce,0.000564287177052,0.0177571069281
ankl,0.00208051393215,0.00279863875834
constant,0.00343797899958,0.00200032954453
buzz,0.0400203996044,0.00199311821389
harder,0.00523211183756,0.00478490932327
ing,0.000263683185884,0.00444588064252
christian,0.00320151890007,0.00588224435376
palmer,0.000349120428602,0.00424468306728
tent,0.00183461246202,0.00702296830688
sunset,0.00268600677336,0.00141127743766
damour,0.0,0.00622876557191
cohaagen,0.0,0.00439753737907
advertis,0.00453711958081,0.0012110970422
sensat,0.00335053403736,0.00196809524849
local,0.00888727446456,0.0121807517954
there,0.894099367277,1.11901820555
terri,0.0026784973081,0.00420469312405
sedat,0.0,0.00593738553285
rotten,0.0054010778085,0.00155811567971
struck,0.00426471920065,0.00374975486129
deck,0.00615109772192,0.00882332523223
past,0.0288064425118,0.0299055654245
bro,0.00442348876303,0.00338186614142
ann,0.0176731147231,0.00390155101696
dump,0.0162277780332,0.014887444323
kane,0.00202198071613,0.0022559134386
slot,0.00315958653104,0.00218974239479
immun,0.000850995952603,0.00361741792418
block,0.0136309088854,0.0148635202306
lil,0.00246333618581,0.00216596684734
technic,0.00557795558002,0.0066926214334
tactic,0.00116743286668,0.00466911966195
pencil,0.00214081164024,0.00336545127796
outsid,0.0311632333006,0.0504072336337
laboratori,0.00256014691362,0.00257434747157
easi,0.0650850014433,0.0585664714123
nephew,0.00372180087753,0.0019851970884
coffin,0.0025765521769,0.00345754787899
pretti,0.110543232799,0.0921245988009
coward,0.00528503402676,0.00408525477757
verbal,0.00204867042016,0.00295296350981
permiss,0.00357753782687,0.00691593833733
bartend,0.000916638491318,0.00391171883884
wont,0.151750186166,0.201723334985
watch,0.104498591991,0.115994224716
lindenmey,0.0,0.00394045534151
cosmo,0.00712302303419,0.0
capabl,0.00724525824378,0.00994518207826
flirt,0.00483036482622,0.00142213934375
huge,0.0109238393465,0.00614995376506
berkelei,0.00193788389732,0.00191436893582
max,0.00657645651338,0.0240142775488
walter,0.0611379064623,0.0125188401629
lime,0.0,0.00594077901999
rico,0.000360240249946,0.00601598987551
marvin,0.00513647069853,0.000469318003903
aboard,0.00303966898774,0.0100659008797
bacon,0.00126434679606,0.00529647327118
account,0.017315115027,0.0193149919529
kirk,0.00294668429169,0.00966112750856
quaid,0.0,0.00786535002837
stunt,0.00410402525468,0.00207613539008
closet,0.0026178218479,0.00756311753507
due,0.00908274654057,0.0139881814692
nuclear,0.00755584381568,0.0114638999213
blind,0.0140254093995,0.0141301788443
pussi,0.0060484176576,0.0109561530853
howdi,0.00369108433222,0.00250418563523
snuff,0.000594879036629,0.00268583359987
eas,0.00505140603208,0.00337364226299
now,0.686224557347,0.70597989432
leak,0.00261153227425,0.00630621280445
underwear,0.00505217168133,0.00224434684018
westlei,0.0105497175734,0.0
mayb,0.273862259119,0.302307989158
theo,0.000444029463637,0.00852239175658
limo,0.00351531702711,0.00146666327481
cousin,0.0167981724588,0.00398284811777
illeg,0.00849351654111,0.00452754255038
silli,0.0183760879215,0.00938723789187
against,0.0371655800052,0.0415022910264
done,0.104497545808,0.123836955803
district,0.00228128362365,0.00544282879253
invad,0.00207206986622,0.00352346888785
ryan,0.00678977092455,0.0049809722821
wait,0.214261911841,0.178978246409
grudg,0.00156197041736,0.00227581108507
charact,0.00980990022997,0.00797048258845
hick,0.00159489104052,0.00492373518896
jami,0.0,0.0133773516846
lifetim,0.00642693975044,0.00394291636212
lecktor,0.0,0.00461151481274
and,3.35911863489,2.93291850201
republican,0.0,0.00189851491991
life,0.223232461278,0.192751028538
hidden,0.00438023354923,0.00933129405392
wire,0.0091404426512,0.0188147099744
paranoia,0.000406075244122,0.00229166303326
network,0.00920158507232,0.00698964299609
messi,0.00201110636426,0.00243743034821
uthatu,0.00616079782752,0.00277530919073
effort,0.00635625870115,0.00425053282613
carri,0.0294127164881,0.041090434213
windham,0.00609186764137,0.0
fun,0.0557394226401,0.0273193942452
psychologist,0.00250490151353,0.00329800351877
sean,0.00093576670303,0.0102956885197
scent,0.0,0.00290019296893
answer,0.0365689716093,0.0698343271912
mom,0.0960380976248,0.0716567055939
wake,0.0251266654204,0.0277201938115
sign,0.0403720726386,0.0457539829832
ho,0.00848946776749,0.00192994465742
relat,0.0128837333271,0.00575764847544
jame,0.0108125472995,0.0148884522029
fat,0.0238501759078,0.0135934909398
myself,0.0845343040919,0.0709561010005
disrupt,0.00139137501467,0.00186041769541
scan,0.00125985366778,0.00785093504909
vagu,0.00225329742711,0.00211051230039
basket,0.000992212091936,0.00207020260619
christma,0.01983711431,0.0138994912886
estim,0.00329690904676,0.00487681908703
em,0.0708249646326,0.101444776818
union,0.00536078111691,0.00381159271063
involv,0.0171440492956,0.0315765510496
norman,0.00305461072722,0.00406863255049
suspici,0.00474558016406,0.00494271683432
becom,0.036645683041,0.0306501280404
shoe,0.0302585882562,0.0127937796065
librari,0.00589315195428,0.00710672413572
administr,0.00269991986541,0.0032377500897
ford,0.00288124371497,0.00207059275948
complic,0.0114723063182,0.00600314936958
stuck,0.0196186038033,0.0172492751334
justic,0.00498862908456,0.0092498414863
attack,0.025912238776,0.0357907430071
releas,0.0077306446948,0.0101232086666
econom,0.00143210926265,0.00193956776927
hesit,0.00233853802893,0.00217014384158
autopsi,0.000182329851742,0.00520757806874
jurisdict,0.000554181611011,0.00313933570789
four,0.0576533782948,0.0823181714795
factor,0.00362127808844,0.00408929716828
inquiri,0.0,0.00290736392094
lion,0.000774310266847,0.0104142432195
meanwhil,0.00363336815837,0.00155952888304
prison,0.0145666886643,0.0286548487792
blair,0.000567472176627,0.00502442045295
seri,0.0110532363104,0.00565842026171
groceri,0.00340317854859,0.00213672219372
surgeri,0.00290481756806,0.00518260687354
season,0.00949681317197,0.00682468825216
christi,0.00497293425855,0.00136880937312
clean,0.0300579494571,0.0378286548888
ow,0.0318306201383,0.022781232383
wrestl,0.00597367553231,0.00301220246638
en,0.00152725159353,0.00184308539004
moral,0.00807359618922,0.0051712846966
hungri,0.0205621090167,0.0177108303308
cole,0.0127303600542,0.0113891026033
surfer,0.000927826826297,0.00220385674931
sixteen,0.00930132603229,0.00488778090861
angl,0.00201106687891,0.00648045761616
shame,0.00881688683131,0.00955180414385
barrel,0.00466121895793,0.0018959090415
major,0.0541423577995,0.0231540627512
ago,0.0681178730758,0.0902979057885
lott,0.00518133066277,0.0
airplan,0.00236227467342,0.0038497637063
worth,0.0250045409516,0.0385383160911
train,0.02999088885,0.0331248024582
easili,0.004553781172,0.00596016052813
feller,0.00171104703024,0.00312343117574
valentin,0.00340339334425,0.00631065076608
harvei,0.000720336230669,0.00390649212293
wherev,0.0055360610411,0.00885275943984
francisco,0.00375567967114,0.00604315483831
true,0.0702826975993,0.0495791656279
dramat,0.00240508800553,0.00348130471626
boston,0.00519839395365,0.00396173112027
besid,0.0335052940133,0.0275571981096
inspector,0.00311781275891,0.00625117111307
orlean,0.00029606837796,0.00250459650499
opportun,0.0118008710885,0.00810337959201
nearli,0.00512790949785,0.00780301810913
lindsei,0.0,0.00637131111437
photograph,0.00697038053734,0.0125051500479
frame,0.0062947005093,0.00565484898209
at,0.766018076952,0.740388446102
psychopath,0.00143625003698,0.00415946101884
press,0.015351159627,0.0198985628894
youyou,0.00272272331641,0.000739179732225
havana,0.000507808545105,0.0020890707672
australia,0.00163302282891,0.0021973912529
plai,0.164913919112,0.104258619866
mayfield,0.0,0.00301643436655
chick,0.0270193789465,0.00464769870765
stewart,0.00398093021458,0.00143635973589
seven,0.0282592685356,0.0296097608169
reflect,0.00222293616098,0.00245251658088
outer,0.0017420187837,0.00337942277204
vega,0.0154319010282,0.0085589315794
anywai,0.0715956544413,0.0677854389114
prime,0.00140815414832,0.00497515658059
farmer,0.00491224579619,0.00156417826248
backyard,0.00206060327259,0.00123931683662
joe,0.0314229607626,0.00988548837041
otherwis,0.0115163756576,0.0107288611099
cowgirl,0.0100166468302,0.0
grate,0.00691443298263,0.00498345897564
clerk,0.00454667697715,0.000718985031475
dispos,0.00248142908215,0.00423516078377
tow,0.000247225643075,0.00253565187417
mari,0.0510178001871,0.0231433344434
certifi,0.00182001754329,0.00105630861379
thi,1.83994674065,1.72264257049
wheel,0.0145986664182,0.00845666034754
privaci,0.00257947926207,0.0015511307948
todai,0.0813577581662,0.0658917605398
nathan,0.0128139736212,0.00493147355592
teller,0.00112782843197,0.00259846132967
plot,0.00223035221663,0.00550718987721
correct,0.0141488577167,0.015107174108
couch,0.00313366141201,0.00277575151582
job,0.121810001299,0.131774322201
hurt,0.0656795228967,0.0893695859999
inject,0.00166004381459,0.00442738495176
chocol,0.00671556208561,0.00564049243436
session,0.00367424587995,0.00346767189297
outrag,0.00354193745117,0.00148629360969
reduc,0.00111901560643,0.00207830810572
knew,0.0809551433979,0.125611554663
jd,0.0044278012843,0.0013123352052
perfum,0.00153957710501,0.00326454382481
fabric,0.00239554475069,0.0010930178326
bodyguard,0.00270862865646,0.00675936023953
think,0.905625807058,0.88392813146
il,0.0,0.00214176525007
yesterdai,0.0225459601029,0.0279392034375
side,0.0406644249764,0.0511888947631
doesnt,0.161194428462,0.172800929481
ronni,0.00598730817709,0.000275482093664
blank,0.00606140326689,0.0042859927258
jess,0.000834883479662,0.0105094252343
push,0.0145536123144,0.0203691049166
ahh,0.00620744320464,0.00231101566744
jealou,0.00511150059434,0.0075029933891
alter,0.00174604466826,0.00523317083948
blew,0.0113148654652,0.0116076494966
bu,0.020951135343,0.0106191253699
off,0.261696130079,0.307544821394
sweetheart,0.0136363388552,0.0104056494381
abl,0.0380834541709,0.0401123236558
angelo,0.00221943902544,0.00367890856068
nicer,0.00294597026128,0.00200779458648
coupla,0.00232758458047,0.00402886153272
resum,0.00265631627118,0.00210312969456
coke,0.00717032407255,0.00631338640941
strangl,0.00285012024782,0.00248551117581
gut,0.00793156930573,0.00832259620033
morn,0.0780931901138,0.0937448412941
miracl,0.00920522013631,0.00822046973421
bit,0.0513883145398,0.0510694949035
intimid,0.00279372307061,0.00218125141401
pipelin,0.0,0.00432015424258
sour,0.00141730636051,0.00215481111894
shep,0.00240872474965,0.00321850187156
vivian,0.0102778378119,0.0
grave,0.00558541887883,0.00964011941846
chemic,0.00176936391041,0.00727781150285
czech,0.0,0.00365673461723
scholarship,0.00301505250754,0.0021820597867
oldfashion,0.0015912269165,0.00199319388037
accent,0.00499571404177,0.00185100959465
spitz,0.0,0.00157915515199
dirti,0.0183597403472,0.0125683063323
shot,0.0457141665076,0.0774071225636
lit,0.00286671513564,0.00147444257434
cedar,0.00488991222894,0.000461160125546
pirat,0.0122834426983,0.00254925775477
weather,0.0108013632201,0.0200401072466
stun,0.00341613738599,0.000364540930351
learn,0.0500737532738,0.0548516598857
wick,0.00282092868649,0.00234378820709
bring,0.0849588125929,0.0753199079016
slack,0.000986862259406,0.0030804421611
brave,0.0147981990141,0.00502574084437
shakespear,0.00792443242443,0.000381978167044
monkei,0.0141067850866,0.00616440313092
presum,0.00152784705148,0.00315128683457
vacat,0.0112659557724,0.0142239911629
faint,0.00153932888806,0.00359103237122
strap,0.00424989189095,0.00398802142455
stephen,0.0,0.000185459940653
maggi,0.00956756399091,0.000450296968985
indic,0.00170673450408,0.0114567608791
sundai,0.0123815159899,0.00721301690703
nois,0.010827064359,0.0183394145825
organ,0.0100269483486,0.0147637025463
terranc,0.0112281770714,0.0
foundat,0.00274809275603,0.00208678478688
littl,0.39178566203,0.278755159962
perman,0.00420995042116,0.0036182701895
insid,0.0363932518283,0.0779208310221
stabl,0.00239435581246,0.00235887459474
sharp,0.005271341338,0.00615830214863
uptight,0.00211635294034,0.00157919282251
wholl,0.00205819728315,0.00892178486432
jeffrei,0.0139074595275,0.0176552861584
root,0.00351223360392,0.00222367988764
thy,0.00599272446064,0.00169432682316
josi,0.0128516158097,0.000349956255468
woman,0.0873188551365,0.0733351540324
post,0.0121431857009,0.0105659055905
judg,0.0168484741472,0.0137254006165
ralph,0.00573499398176,0.00237478350032
amaz,0.0261751807191,0.0132166179537
surf,0.000344439633735,0.0031726313873
naughti,0.00251996653763,0.00136768092569
norm,0.00301478984587,0.00256032360565
glove,0.00418745123679,0.00315539260594
cigar,0.00605463347112,0.00223161834448
wendi,0.0179869445933,0.00245098039216
corpor,0.00231962318718,0.00919880404418
statement,0.00405812001013,0.00805977193225
defin,0.00342648669741,0.00181165338333
drawn,0.00232508391378,0.00230510255665
progress,0.00864931291727,0.00575948906334
year.1,0.25250981358,0.243850387043
shovel,0.00267777789062,0.00300103815828
sequenc,0.00107306750862,0.00419025575662
andand,0.0018928592677,0.000472377473489
reel,0.0012611352128,0.00117824709852
held,0.00895188686582,0.0102665123304
youv,0.215445970274,0.179101548006
trick,0.0204649473273,0.0185318153902
horseman,0.0,0.0
whoa,0.0191792257054,0.0125805422292
emploi,0.00409252718306,0.00204958952468
chain,0.00484296834856,0.00954105630253
cmon,0.033502882558,0.0289490937185
brief,0.0026836257415,0.00323559664401
creativ,0.00590055453072,0.00205629315668
moscow,0.00458551924055,0.00211385820261
challeng,0.00460734236919,0.00475424052423
walli,0.00643818687096,0.0019622418658
golf,0.00658237360716,0.00267814831306
abort,0.00346904220641,0.00491881972068
aha,0.00677329436065,0.0012412163649
bent,0.00102753980745,0.00292844026664
exclus,0.00271988556574,0.00268645901064
amber,0.00979004185659,0.00153374233129
figur,0.0609179066695,0.0781812197214
healthi,0.00772790193231,0.00367507329917
ransom,0.00211274071151,0.00419856407418
steer,0.00254052298367,0.00191711234559
blow,0.0255386118482,0.0397415936589
bark,0.00289819768484,0.00178662639473
imbecil,0.00493190050287,0.000201369311317
mother,0.118383124286,0.108629392591
had,0.367962929022,0.401194236844
whatev,0.0567311758983,0.0600649731967
donit,0.0,0.00461808092688
goodby,0.0384983116557,0.0202637925999
terrifi,0.00164360532148,0.0024082985743
cash,0.0175028818483,0.0249114385572
descript,0.000372962651791,0.00453355283045
spell,0.0112830543804,0.00393001588345
west,0.0113199744476,0.0116607427429
shoulda,0.00446709051336,0.00767014621002
when,0.501964341961,0.509988958299
wear,0.0633190072055,0.0376949500471
crop,0.00249417129001,0.00211730348458
trapper,0.00265274408006,0.00111806797853
donat,0.00174759750595,0.00144485217552
breath,0.0249303899003,0.0215136687645
bracelet,0.00616052868031,0.000272479564033
lover,0.0114012226619,0.0042466975065
afraid,0.0561639730527,0.0754628563209
vice,0.00787615202698,0.007480283915
ms,0.0107688896574,0.0108595308941
didnt,0.373341524563,0.422317756894
kill,0.153576582575,0.392288510504
depth,0.00126347744262,0.00330918546382
si,0.00351653662911,0.0016167908124
experiment,0.00112620474562,0.00285921305562
dna,0.0,0.00712631896261
desmond,0.000569426413133,0.00374273989454
coconut,0.00639319179747,0.000857468358456
dil,0.0,0.00975504010405
llewelyn,0.0,0.00385405960946
spoil,0.00772608038294,0.00437821495677
lung,0.00223515756315,0.00461784547746
attent,0.0224323463993,0.0162824058734
offens,0.0105811931724,0.00643897925524
babi,0.107418824659,0.0618960561875
havin,0.000744254288991,0.00274582593766
mustnt,0.00426530502344,0.00165497890166
creepi,0.0014429664912,0.00173458518671
daniel,0.00978070790246,0.0131992590407
abandon,0.0056245333712,0.0085182340324
less,0.0204901767905,0.0272967213967
go,1.33738838031,1.34040889305
negoti,0.00375300142548,0.0169467858968
butcher,0.00248376877599,0.00487386691572
sudden,0.00858478785153,0.0083747784685
templ,0.00105240007578,0.00316340723338
ii,0.0291334948198,0.00717594350887
alex,0.0104109493567,0.00879463080517
deal,0.0773571876581,0.0969139043841
rememb,0.126577198549,0.173397435604
polic,0.0226289777499,0.0806195134726
gasolin,0.00424022636568,0.00132195087546
luggag,0.00273110562447,0.00276568961315
smooth,0.00447248052425,0.00546108647897
declar,0.00490458700434,0.00293998191081
chase,0.0124036537688,0.0252334027564
host,0.00505742040325,0.00491611021956
uptown,0.00222752426342,0.00176229193688
heavi,0.0113637272168,0.0128424522268
tenni,0.00214681977173,0.00215281999308
picard,0.0,0.00638671793914
success,0.0156724307008,0.00899610074489
as,0.512663537206,0.525480724031
heroin,0.00282994761561,0.00356860135939
hi,0.547200527491,0.595381348748
seduc,0.00484369503849,0.00165398378614
den,0.000640439584276,0.00467381721711
accur,0.00153059302176,0.00431881322486
parasit,0.0029791264344,0.00357839587573
fiddl,0.00233338725686,0.00103327012195
altern,0.00347477599839,0.00669063366827
chees,0.00549183677987,0.00251894371416
flatter,0.00494359790063,0.00488844242627
lloyd,0.0224434574311,0.00301960784314
collector,0.00159978151318,0.00200840927893
athlet,0.00278308689972,0.00168111853311
useless,0.00515131784335,0.00467913026896
yeh,0.00996592272699,0.000695249130938
lawsuit,0.00158269476287,0.00171653761963
guitar,0.00411804498378,0.00164942080562
apart,0.0350224371437,0.0394404573419
strong,0.0139841197483,0.0186369035128
ditch,0.00116277515055,0.00361702977117
doc,0.0173598825972,0.0150565592802
wors,0.0264744036452,0.0322566645766
trigger,0.00200252234103,0.0111254276257
mister,0.0271629373229,0.0293671201749
request,0.00503609330209,0.0145957275863
direct,0.0188160913808,0.0194040476329
telephon,0.0101660349546,0.00923827813783
expir,0.00141746779919,0.00214364521481
blond,0.0126032663643,0.00829295915531
energi,0.0128560743289,0.00991980081692
eh,0.0339200521578,0.0225368433077
damag,0.00849083780026,0.0143092311109
across,0.0172109527268,0.0223272859603
anni,0.0132198105685,0.00955203889399
eleven,0.0122037482684,0.014282126852
episod,0.00819622443094,0.00296708068962
reliant,0.0,0.0
jason,0.00985909313463,0.0272877145848
get,1.20150566794,1.25988593858
duh,0.00232154403925,0.00141755534057
victori,0.00421146063627,0.00121143913438
speci,0.00342106545555,0.00620521123665
includ,0.00880054899446,0.0126679187808
time,0.519926078584,0.557913890243
imagin,0.027571811036,0.023981448339
hang,0.0325152506704,0.0421693216792
estat,0.00441578484234,0.00487229409155
full,0.0345307809703,0.0380179711887
sleep,0.0711078503614,0.0888584689921
receiv,0.00817695309499,0.0111436687236
grei,0.00126652978052,0.00356404136131
belief,0.00386564587187,0.00364337728236
itali,0.00448624326055,0.00204903757486
separ,0.00719159419067,0.00696360860743
claw,0.00098605583426,0.00499808374045
circuit,0.00359986055648,0.00275524718182
memo,0.00157395386733,0.00210008314556
monei,0.157925095001,0.183892595343
anna,0.0107372022224,0.00714042950171
term,0.0079633502354,0.0073191607522
drunk,0.0183895024,0.0165453957028
everydai,0.00278220396236,0.00599592892802
haldeman,0.0,0.00262812089356
frozen,0.00525917420556,0.00194751514553
castro,0.00117311351282,0.00129155717494
soup,0.0077579238374,0.00309200851292
mornin,0.00283357682446,0.00223274726901
starship,0.000841909797627,0.00640292803871
dawn,0.00432546365787,0.00377421897933
curtain,0.00513083699539,0.00129110422883
pipe,0.00470636605319,0.00383488254154
twist,0.00660450183622,0.0077366699182
downtown,0.00661365185687,0.00806131059011
drive,0.0512406703443,0.0749281085224
tank,0.00532672495733,0.00646338524778
servant,0.00436876057735,0.00279616436295
circumst,0.00436601231939,0.00597892312122
town,0.0530018020622,0.0602248794815
beat,0.0348726807563,0.0445062017428
wooden,0.00137059581028,0.00192004072858
thursdai,0.015899729663,0.00394169290854
ordinari,0.00525612338236,0.00697845024744
acid,0.00245028762158,0.00487953751087
must,0.169912072555,0.156225949427
literatur,0.00145257642664,0.000918595057467
carol,0.0031469503433,0.000722299608263
homework,0.00869124569396,0.00560329426505
present,0.0261714945675,0.0192173352549
lunat,0.00540895147979,0.00416122705339
lifestyl,0.000899761970363,0.00134984498186
rat,0.00885825907325,0.016981017789
satisfi,0.00642810481463,0.00680137812536
funni,0.0675242714098,0.0453525427848
gang,0.00637708065554,0.00418185550736
jewelri,0.00342320510103,0.00304311721076
develop,0.00627905193608,0.0145448398151
yell,0.00962955935217,0.00562933211381
stash,0.00101870428971,0.00250296517223
ab,0.00367041940261,0.000731799278132
mm,0.005069206676,0.00450070075685
thumb,0.005307378063,0.00198523300713
to,5.49327786186,5.63196947772
lift,0.00793726416904,0.0101781517178
re,0.0447927955542,0.0194017342396
mud,0.00317541547308,0.00239235835239
taranski,0.0,0.00411184210526
camel,0.00131323161904,0.0036587271512
cancer,0.00571340521925,0.0124100197469
valiant,0.0112824180409,0.000435177815306
leavin,0.0,0.00348217544111
sand,0.0039639980622,0.00301648715854
themselv,0.00608344311378,0.0120061548427
stai,0.113554785416,0.166918458155
junki,0.000739991199696,0.00313832249106
dinner,0.0527339120289,0.0357076192286
subject,0.0151584940488,0.0168458500218
ax,0.00335525024684,0.00245348777677
thankyou,0.00234485856998,0.00128634063836
squad,0.00468391477484,0.00937095607564
charl,0.00718914330897,0.00545275316921
pretend,0.0170804966125,0.0153069113691
mumford,0.00339690088351,0.0
player,0.0169097466879,0.00706506608747
sorri,0.274173378971,0.247387727338
feet,0.0255154939151,0.0259595360856
dee,0.00367729326572,0.000482020630483
casual,0.00261821243229,0.000947877657978
check,0.0752115923423,0.0887546806229
fugit,0.000238947558827,0.00224612911254
garden,0.0123996777427,0.00545016757071
million,0.0554022730587,0.0540545385242
suppos,0.111392711796,0.1311869022
observ,0.00532894869537,0.00751377472339
low,0.0100847478539,0.0156095801101
cathol,0.00345751395864,0.00240380502635
parad,0.00448986305721,0.00133348256058
confus,0.0165899410333,0.00675381372598
appli,0.0062459268319,0.00346725017946
uhura,0.00378859408932,0.00301962426062
sane,0.00250860766856,0.0033263573163
beverli,0.00380406368437,0.00325635066854
princip,0.0111142443466,0.00163519681599
helen,0.00119668262505,0.008335357491
drain,0.00161147476463,0.00220074971005
want,0.966722050169,0.975699485382
maam,0.0117100933807,0.0121657244532
care,0.136942215333,0.142083958607
tomorrow,0.0918375823508,0.0798519256676
abus,0.00423786607624,0.00321731045232
parent,0.0362341233823,0.0357277943799
diner,0.00136572833091,0.00134569454618
proud,0.0200783184744,0.0102585242973
squeez,0.00456458064682,0.00482328320538
allerg,0.00293905465914,0.00132947913923
displai,0.00263831567413,0.00538524870699
rave,0.00332181919877,0.0015076593622
da,0.0101928825163,0.020458333243
tabl,0.0252024723403,0.0188816443415
